term_original,term_norm,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
thyroid meds,thyroid meds,treatment_hormone_endocrine,0.60831505,0.4940822,0.11423284,-1,0.0,noise
Birth Control Pill,birth control pill,treatment_hormone_endocrine,0.51312447,0.4013836,0.11174086,-1,0.0,noise
Testosterone Enanthate 75mg,testosterone enanthate 75mg,treatment_hormone_endocrine,0.5272496,0.41565734,0.11159223,-1,0.0,noise
Thyroid-Pro (CanPrev),thyroid-pro (canprev,treatment_hormone_endocrine,0.5078181,0.40117455,0.10664356,-1,0.0,noise
Testosterone Enanthate 50mg,testosterone enanthate 50mg,treatment_hormone_endocrine,0.5556941,0.4491738,0.106520295,-1,0.0,noise
Pure Thyro,pure thyro,treatment_hormone_endocrine,0.4777441,0.37911582,0.09862828,-1,0.0,noise
Levothyroxin,levothyroxin,treatment_hormone_endocrine,0.5838543,0.4877255,0.09612882,-1,0.0,noise
Dess. Thyroid,dess. thyroid,treatment_hormone_endocrine,0.5685091,0.47303623,0.09547287,-1,0.0,noise
Testosterone Enanthate 87.5mg,testosterone enanthate 87.5mg,treatment_hormone_endocrine,0.5251528,0.42970163,0.095451176,-1,0.0,noise
Prenatal,prenatal,treatment_hormone_endocrine,0.48365486,0.3890331,0.09462175,-1,0.0,noise
Nuvaring,nuvaring,treatment_hormone_endocrine,0.45286316,0.359554,0.093309164,-1,0.0,noise
Testosterone Dose Day,testosterone dose day,treatment_hormone_endocrine,0.47258866,0.37956238,0.09302628,-1,0.0,noise
Progesterone Cream,progesterone cream,treatment_hormone_endocrine,0.5597843,0.472201,0.0875833,-1,0.0,noise
Progesterone pessarie,progesterone pessarie,treatment_hormone_endocrine,0.5737414,0.4881971,0.08554429,-1,0.0,noise
Thyroxin,thyroxin,treatment_hormone_endocrine,0.5920617,0.5078785,0.084183216,-1,0.0,noise
Thyme,thyme,treatment_hormone_endocrine,0.4817208,0.3975891,0.08413172,-1,0.0,noise
Thyroid by Erfa,thyroid by erfa,treatment_hormone_endocrine,0.48179322,0.40121835,0.08057487,-1,0.0,noise
Ethinyl estradiol,ethinyl estradiol,treatment_hormone_endocrine,0.47577706,0.39688396,0.078893095,-1,0.0,noise
steroid pill,steroid pill,treatment_hormone_endocrine,0.66839504,0.59372985,0.07466519,-1,0.0,noise
Thyroxine,thyroxine,treatment_hormone_endocrine,0.6024514,0.52783245,0.074618936,-1,0.0,noise
Thyreoidum,thyreoidum,treatment_hormone_endocrine,0.50812435,0.4362738,0.07185054,-1,0.0,noise
Synthroid,synthroid,treatment_hormone_endocrine,0.6884409,0.6176621,0.07077885,-1,0.0,noise
thyroid synergy supplement,thyroid synergy supplement,treatment_hormone_endocrine,0.466743,0.3995312,0.06721181,-1,0.0,noise
hormonal/adrenal tincture,hormonal/adrenal tincture,treatment_hormone_endocrine,0.46522552,0.39858902,0.0666365,-1,0.0,noise
predisonal ,predisonal,treatment_hormone_endocrine,0.48442277,0.42037755,0.06404522,-1,0.0,noise
Medroxyprogesterone,medroxyprogesterone,treatment_hormone_endocrine,0.5519422,0.4881148,0.063827425,-1,0.0,noise
Thytrophin PMG,thytrophin pmg,treatment_hormone_endocrine,0.5003398,0.43702766,0.06331214,-1,0.0,noise
steroid shot,steroid shot,treatment_hormone_endocrine,0.60997355,0.5470159,0.062957644,-1,0.0,noise
Steroids,steroids,treatment_hormone_endocrine,0.56866324,0.51147676,0.057186484,-1,0.0,noise
Steroid,steroid,treatment_hormone_endocrine,0.668975,0.61447775,0.054497242,-1,0.0,noise
L-thyroxine,l-thyroxine,treatment_hormone_endocrine,0.5335519,0.47968715,0.053864717,-1,0.0,noise
L-Thyroxin,l-thyroxin,treatment_hormone_endocrine,0.52155894,0.46803322,0.053525716,-1,0.0,noise
Levothyroxine,levothyroxine,treatment_hormone_endocrine,0.6090292,0.55656743,0.052461743,-1,0.0,noise
nature throid,nature throid,treatment_hormone_endocrine,0.52177525,0.46974286,0.05203238,-1,0.0,noise
Ortho cyclen,ortho cyclen,treatment_hormone_endocrine,0.4729464,0.4220386,0.05090779,-1,0.0,noise
Prednisolone,prednisolone,treatment_immune_autoimmune,0.703454,0.5428951,0.16055894,-1,0.0,noise
Prednisolone Suspension 1%,prednisolone suspension 1,treatment_immune_autoimmune,0.5766705,0.44443986,0.13223067,-1,0.0,noise
prednisilone ,prednisilone,treatment_immune_autoimmune,0.67477274,0.5599215,0.11485124,-1,0.0,noise
cortisone cteam,cortisone cteam,treatment_immune_autoimmune,0.4992077,0.3863957,0.11281201,-1,0.0,noise
prednosolone,prednosolone,treatment_immune_autoimmune,0.6565591,0.54649276,0.110066354,-1,0.0,noise
prednisona,prednisona,treatment_immune_autoimmune,0.5903356,0.48033956,0.10999605,-1,0.0,noise
Prednisone,prednisone,treatment_immune_autoimmune,0.64484644,0.535298,0.10954845,-1,0.0,noise
prednisone 50,prednisone 50,treatment_immune_autoimmune,0.61920893,0.5115558,0.10765314,-1,0.0,noise
prednisone 40mg,prednisone 40mg,treatment_immune_autoimmune,0.5427569,0.4367296,0.106027305,-1,0.0,noise
corticoÏdes,corticoïdes,treatment_immune_autoimmune,0.51663184,0.41094324,0.1056886,-1,0.0,noise
Perdnisone,perdnisone,treatment_immune_autoimmune,0.6347269,0.5395182,0.095208704,-1,0.0,noise
prednisolone tablets,prednisolone tablets,treatment_immune_autoimmune,0.53387654,0.43887764,0.094998896,-1,0.0,noise
Cortisone,cortisone,treatment_immune_autoimmune,0.5796525,0.48572236,0.093930125,-1,0.0,noise
Prednisone 50mg,prednisone 50mg,treatment_immune_autoimmune,0.55478024,0.4612111,0.09356916,-1,0.0,noise
tafeltennis,tafeltennis,treatment_immune_autoimmune,0.54756594,0.4544338,0.09313214,-1,0.0,noise
Prednisone 25 mg,prednisone 25 mg,treatment_immune_autoimmune,0.5324451,0.44005173,0.09239334,-1,0.0,noise
methylprednisolon,methylprednisolon,treatment_immune_autoimmune,0.6192695,0.5268888,0.0923807,-1,0.0,noise
Methylprednisolone,methylprednisolone,treatment_immune_autoimmune,0.6491256,0.55882967,0.09029591,-1,0.0,noise
prenisone,prenisone,treatment_immune_autoimmune,0.65175307,0.5626867,0.089066386,-1,0.0,noise
prednisone 2.5 mg PM,prednisone 2.5 mg pm,treatment_immune_autoimmune,0.5179038,0.43060052,0.08730328,-1,0.0,noise
EFFIPRED (Prednisolone),effipred (prednisolone,treatment_immune_autoimmune,0.629117,0.5423574,0.08675963,-1,0.0,noise
prednisone 1mg,prednisone 1mg,treatment_immune_autoimmune,0.5561155,0.4702068,0.08590871,-1,0.0,noise
up-dosed hydrocortisone ,up-dosed hydrocortisone,treatment_immune_autoimmune,0.5467005,0.46261752,0.08408296,-1,0.0,noise
Corticosteroids,corticosteroids,treatment_immune_autoimmune,0.5030942,0.42050523,0.08258897,-1,0.0,noise
prednisone 2.5 mg AM,prednisone 2.5 mg am,treatment_immune_autoimmune,0.5344931,0.4520632,0.082429886,-1,0.0,noise
Prednisone 20mg,prednisone 20mg,treatment_immune_autoimmune,0.53610766,0.45385307,0.08225459,-1,0.0,noise
Prednisone 15mg ,prednisone 15mg,treatment_immune_autoimmune,0.53974664,0.45970714,0.0800395,-1,0.0,noise
Prednisone 10 mg,prednisone 10 mg,treatment_immune_autoimmune,0.542207,0.4624756,0.079731405,-1,0.0,noise
hydrocortison ,hydrocortison,treatment_immune_autoimmune,0.5186567,0.44294554,0.07571113,-1,0.0,noise
hydrocortisone suppository ,hydrocortisone suppository,treatment_immune_autoimmune,0.45737982,0.381952,0.07542783,-1,0.0,noise
ocrevus,ocrevus,treatment_immune_autoimmune,0.51075715,0.43707383,0.07368332,-1,0.0,noise
Cosentyx,cosentyx,treatment_immune_autoimmune,0.6149546,0.54136205,0.07359254,-1,0.0,noise
miladregen,miladregen,treatment_immune_autoimmune,0.52294654,0.44995612,0.07299042,-1,0.0,noise
ImmunoStim,immunostim,treatment_immune_autoimmune,0.5765642,0.50373733,0.07282686,-1,0.0,noise
Hydrocortisone,hydrocortisone,treatment_immune_autoimmune,0.6573775,0.58515406,0.072223425,-1,0.0,noise
Tacrolimus,tacrolimus,treatment_immune_autoimmune,0.5910305,0.5193499,0.071680605,-1,0.0,noise
Prevacid,prevacid,treatment_immune_autoimmune,0.5411496,0.46970573,0.071443886,-1,0.0,noise
Cytomel,cytomel,treatment_immune_autoimmune,0.5743339,0.5030578,0.07127613,-1,0.0,noise
novothyral,novothyral,treatment_immune_autoimmune,0.55513763,0.48522156,0.06991607,-1,0.0,noise
cortisédermyl,cortisédermyl,treatment_immune_autoimmune,0.5071767,0.43855977,0.06861693,-1,0.0,noise
Covocort,covocort,treatment_immune_autoimmune,0.5020326,0.43355304,0.06847954,-1,0.0,noise
prednisone 10mg,prednisone 10mg,treatment_immune_autoimmune,0.5542531,0.4858814,0.06837171,-1,0.0,noise
Cellcept,cellcept,treatment_immune_autoimmune,0.5395306,0.47214383,0.06738675,-1,0.0,noise
cortisone10 mg,cortisone10 mg,treatment_immune_autoimmune,0.50064534,0.4333552,0.06729013,-1,0.0,noise
cortisone 20mg,cortisone 20mg,treatment_immune_autoimmune,0.5636557,0.49652496,0.067130715,-1,0.0,noise
prednisone 5mg,prednisone 5mg,treatment_immune_autoimmune,0.55409586,0.48725605,0.066839814,-1,0.0,noise
Cellenzym,cellenzym,treatment_immune_autoimmune,0.5457252,0.48089868,0.06482655,-1,0.0,noise
rheumate,rheumate,treatment_immune_autoimmune,0.5057387,0.44262546,0.06311321,-1,0.0,noise
Glucophage,glucophage,treatment_immune_autoimmune,0.47299367,0.41292626,0.060067415,-1,0.0,noise
Sulphasalazine,sulphasalazine,treatment_immune_autoimmune,0.6279359,0.5699321,0.058003783,-1,0.0,noise
anti histom,anti histom,treatment_immune_autoimmune,0.54455125,0.48720908,0.05734217,-1,0.0,noise
Cyclosporine,cyclosporine,treatment_immune_autoimmune,0.54807323,0.490887,0.057186246,-1,0.0,noise
Khapregesic,khapregesic,treatment_immune_autoimmune,0.50744426,0.45057607,0.056868196,-1,0.0,noise
salofalk,salofalk,treatment_immune_autoimmune,0.49783915,0.44216666,0.055672497,-1,0.0,noise
topical steriods,topical steriods,treatment_immune_autoimmune,0.45344868,0.3982773,0.05517137,-1,0.0,noise
cortisone 5mg,cortisone 5mg,treatment_immune_autoimmune,0.558504,0.5035851,0.054918885,-1,0.0,noise
hydrocortisone cream,hydrocortisone cream,treatment_immune_autoimmune,0.561521,0.50717854,0.05434245,-1,0.0,noise
sterdex,sterdex,treatment_immune_autoimmune,0.5276382,0.47351745,0.05412075,-1,0.0,noise
Adrenotone,adrenotone,treatment_immune_autoimmune,0.598658,0.54482275,0.053835273,-1,0.0,noise
Copaxone,copaxone,treatment_immune_autoimmune,0.60646915,0.552719,0.053750157,-1,0.0,noise
Fludrocortisone,fludrocortisone,treatment_immune_autoimmune,0.5977545,0.54429084,0.053463638,-1,0.0,noise
mirilax,mirilax,treatment_immune_autoimmune,0.54069245,0.4872339,0.05345854,-1,0.0,noise
hydrocortisone 2.5 mg,hydrocortisone 2.5 mg,treatment_immune_autoimmune,0.55865455,0.5059498,0.05270475,-1,0.0,noise
Seromycin,seromycin,treatment_immune_autoimmune,0.6157206,0.56473815,0.050982475,-1,0.0,noise
montalukast,montalukast,treatment_immune_autoimmune,0.5212843,0.47063053,0.050653756,-1,0.0,noise
Morning  cytomel,morning cytomel,treatment_immune_autoimmune,0.5254488,0.4749007,0.050548106,-1,0.0,noise
vit c/glutithione,vit c/glutithione,treatment_immune_autoimmune,0.50992215,0.4596092,0.050312936,-1,0.0,noise
homeopathic medicine,homeopathic medicine,treatment_immune_autoimmune,0.54643875,0.49615556,0.050283194,-1,0.0,noise
Cortisone shot,cortisone shot,treatment_immune_autoimmune,0.48924524,0.439126,0.05011922,-1,0.0,noise
iv infusion,iv infusion,treatment_infusions_injections,0.8507161,0.37964663,0.47106948,0,1.0,"injection, iv, injections"
Injections,injections,treatment_infusions_injections,0.7845879,0.4688257,0.31576222,0,1.0,"injection, iv, injections"
Saline infusion,saline infusion,treatment_infusions_injections,0.67637086,0.3694356,0.30693525,0,1.0,"injection, iv, injections"
IV fluids,iv fluids,treatment_infusions_injections,0.6354592,0.33880407,0.29665512,0,1.0,"injection, iv, injections"
iv saline,iv saline,treatment_infusions_injections,0.67974114,0.43482172,0.24491942,0,1.0,"injection, iv, injections"
B-12 injection,b-12 injection,treatment_infusions_injections,0.60103804,0.35774034,0.2432977,0,1.0,"injection, iv, injections"
IGG infusions,igg infusions,treatment_infusions_injections,0.6209557,0.3791546,0.24180111,0,1.0,"injection, iv, injections"
B 12 injection,b 12 injection,treatment_infusions_injections,0.63138247,0.4007498,0.23063266,0,1.0,"injection, iv, injections"
IV hydration,iv hydration,treatment_infusions_injections,0.5931096,0.382307,0.21080261,0,1.0,"injection, iv, injections"
Saline IV,saline iv,treatment_infusions_injections,0.6829243,0.47872978,0.20419449,0,1.0,"injection, iv, injections"
flu vaccine injection,flu vaccine injection,treatment_infusions_injections,0.5428157,0.34923995,0.19357574,0,1.0,"injection, iv, injections"
estrodial 10mg insert,estrodial 10mg insert,treatment_infusions_injections,0.59517825,0.41259903,0.18257922,0,1.0,"injection, iv, injections"
liquid iv,liquid iv,treatment_infusions_injections,0.6335988,0.45512378,0.17847502,0,1.0,"injection, iv, injections"
IVIG,ivig,treatment_infusions_injections,0.547099,0.3747375,0.1723615,0,1.0,"injection, iv, injections"
sumatriptan injection,sumatriptan injection,treatment_infusions_injections,0.5258878,0.3559572,0.16993058,0,1.0,"injection, iv, injections"
bloodtransfusions,bloodtransfusions,treatment_infusions_injections,0.5720915,0.4044261,0.16766542,0,1.0,"injection, iv, injections"
Sustanon injection,sustanon injection,treatment_infusions_injections,0.58228505,0.41979688,0.16248816,0,1.0,"injection, iv, injections"
steroid injections,steroid injections,treatment_infusions_injections,0.6749568,0.515507,0.15944982,0,1.0,"injection, iv, injections"
Iron Infusion,iron infusion,treatment_infusions_injections,0.641057,0.482253,0.15880403,0,1.0,"injection, iv, injections"
iron infusions,iron infusions,treatment_infusions_injections,0.6190617,0.46475816,0.15430355,0,1.0,"injection, iv, injections"
b12 injection,b12 injection,treatment_infusions_injections,0.6348175,0.48126683,0.15355065,0,1.0,"injection, iv, injections"
B12 injections,b12 injections,treatment_infusions_injections,0.60379094,0.45888937,0.14490157,0,1.0,"injection, iv, injections"
methotrexate injection,methotrexate injection,treatment_infusions_injections,0.52535135,0.3875508,0.13780054,0,1.0,"injection, iv, injections"
magnesium sulphate injection,magnesium sulphate injection,treatment_infusions_injections,0.4572037,0.32051712,0.13668656,0,1.0,"injection, iv, injections"
steroid injection,steroid injection,treatment_infusions_injections,0.68926704,0.55328035,0.13598669,0,1.0,"injection, iv, injections"
Depo-medrol injection,depo-medrol injection,treatment_infusions_injections,0.56716824,0.43727845,0.12988979,0,1.0,"injection, iv, injections"
vaccinations,vaccinations,treatment_infusions_injections,0.49351424,0.36789036,0.12562388,0,1.0,"injection, iv, injections"
Milgamma® intramuscular injection,milgamma® intramuscular injection,treatment_infusions_injections,0.511637,0.38603023,0.12560675,0,1.0,"injection, iv, injections"
c1 Inhibitor  infusion,c1 inhibitor infusion,treatment_infusions_injections,0.5075726,0.38881388,0.11875871,0,1.0,"injection, iv, injections"
growth hormone injections,growth hormone injections,treatment_infusions_injections,0.5645992,0.447567,0.11703223,0,1.0,"injection, iv, injections"
IV Antibiotics,iv antibiotics,treatment_infusions_injections,0.5444826,0.42790148,0.11658111,0,1.0,"injection, iv, injections"
IV meds ,iv meds,treatment_infusions_injections,0.6567075,0.5437418,0.1129657,0,1.0,"injection, iv, injections"
Immunace extra ,immunace extra,treatment_infusions_injections,0.5291989,0.41738257,0.11181632,0,1.0,"injection, iv, injections"
Gravol (IM injection),gravol (im injection,treatment_infusions_injections,0.5651562,0.4640198,0.101136416,0,1.0,"injection, iv, injections"
testosterone injection .6,testosterone injection .6,treatment_infusions_injections,0.6612501,0.5609542,0.1002959,0,1.0,"injection, iv, injections"
tramadol injection subq,tramadol injection subq,treatment_infusions_injections,0.46045834,0.36772645,0.09273189,0,1.0,"injection, iv, injections"
vitamin b12 injection,vitamin b12 injection,treatment_infusions_injections,0.632301,0.5425134,0.0897876,0,1.0,"injection, iv, injections"
Blood Builder,blood builder,treatment_infusions_injections,0.4518528,0.3746314,0.07722139,0,1.0,"injection, iv, injections"
Immunotherapy,immunotherapy,treatment_infusions_injections,0.50155205,0.4322374,0.06931466,0,1.0,"injection, iv, injections"
Doctor appointment,doctor appointment,treatment_medical_appointments,0.8067105,0.34945703,0.45725346,0,1.0,"therapy, dr, dermatologist"
Follow-up doctors' appointments,follow-up doctors' appointments,treatment_medical_appointments,0.6549012,0.23308718,0.42181402,0,1.0,"therapy, dr, dermatologist"
Dermatologist,dermatologist,treatment_medical_appointments,0.65826637,0.44465947,0.2136069,0,1.0,"therapy, dr, dermatologist"
Dr J study,dr j study,treatment_medical_appointments,0.518626,0.3069399,0.21168607,0,1.0,"therapy, dr, dermatologist"
gp,gp,treatment_medical_appointments,0.54560745,0.36686888,0.17873856,0,1.0,"therapy, dr, dermatologist"
psychiatrists,psychiatrists,treatment_medical_appointments,0.589571,0.44246626,0.14710474,0,1.0,"therapy, dr, dermatologist"
psychologist,psychologist,treatment_medical_appointments,0.58162045,0.43614745,0.145473,0,1.0,"therapy, dr, dermatologist"
Dr. Knowles,dr. knowles,treatment_medical_appointments,0.4847631,0.35454783,0.13021526,0,1.0,"therapy, dr, dermatologist"
Biomedic,biomedic,treatment_medical_appointments,0.52134913,0.39703053,0.1243186,0,1.0,"therapy, dr, dermatologist"
counselor,counselor,treatment_medical_appointments,0.4965688,0.3934285,0.103140295,0,1.0,"therapy, dr, dermatologist"
therapy session,therapy session,treatment_medical_appointments,0.6276452,0.53763616,0.09000903,0,1.0,"therapy, dr, dermatologist"
Group therapy,group therapy,treatment_medical_appointments,0.4778427,0.39535594,0.08248675,0,1.0,"therapy, dr, dermatologist"
Medical M,medical m,treatment_medical_appointments,0.5155012,0.44011116,0.07539004,0,1.0,"therapy, dr, dermatologist"
Talk Therapy,talk therapy,treatment_medical_appointments,0.45108768,0.38686717,0.06422052,0,1.0,"therapy, dr, dermatologist"
Day Nurse,day nurse,treatment_medical_appointments,0.4560656,0.3925557,0.06350988,0,1.0,"therapy, dr, dermatologist"
Occupational Therapy,occupational therapy,treatment_medical_appointments,0.4830097,0.41989642,0.06311327,0,1.0,"therapy, dr, dermatologist"
cfs clinic,cfs clinic,treatment_medical_appointments,0.45424366,0.39501995,0.05922371,0,1.0,"therapy, dr, dermatologist"
Robaxin,robaxin,treatment_neuropathic_anticonvulsant,0.55906296,0.48150498,0.07755798,0,1.0,"gabapentin, tegretol, codein"
Cannabomega,cannabomega,treatment_neuropathic_anticonvulsant,0.49918795,0.4239538,0.075234145,0,1.0,"gabapentin, tegretol, codein"
Topamax,topamax,treatment_neuropathic_anticonvulsant,0.5672452,0.49258417,0.07466102,0,1.0,"gabapentin, tegretol, codein"
Gabapentin,gabapentin,treatment_neuropathic_anticonvulsant,0.64017975,0.5664957,0.07368404,0,1.0,"gabapentin, tegretol, codein"
Tigovit,tigovit,treatment_neuropathic_anticonvulsant,0.48711023,0.41529155,0.07181868,0,1.0,"gabapentin, tegretol, codein"
Flexiban,flexiban,treatment_neuropathic_anticonvulsant,0.5907886,0.519022,0.071766615,0,1.0,"gabapentin, tegretol, codein"
Lyrica Matin,lyrica matin,treatment_neuropathic_anticonvulsant,0.4783764,0.4084006,0.06997579,0,1.0,"gabapentin, tegretol, codein"
gavapentin,gavapentin,treatment_neuropathic_anticonvulsant,0.61173725,0.54380786,0.06792939,0,1.0,"gabapentin, tegretol, codein"
lamotrigin,lamotrigin,treatment_neuropathic_anticonvulsant,0.5239254,0.4561119,0.067813516,0,1.0,"gabapentin, tegretol, codein"
Tizanidine,tizanidine,treatment_neuropathic_anticonvulsant,0.66861117,0.60192513,0.066686034,0,1.0,"gabapentin, tegretol, codein"
